city_id,city,country_id,last_update
1,A Corua (La Corua),87,2022-02-15
2,Abha,82,2022-02-15
3,Abu Dhabi,101,2022-02-15
4,Acua,60,2022-02-15
5,Adana,97,2022-02-15
6,Addis Abeba,31,2022-02-15
7,Aden,107,2022-02-15
8,Adoni,44,2022-02-15
9,Ahmadnagar,44,2022-02-15
10,Akishima,50,2022-02-15
11,Akron,103,2022-02-15
12,al-Ayn,101,2022-02-15
13,al-Hawiya,82,2022-02-15
14,al-Manama,11,2022-02-15
15,al-Qadarif,89,2022-02-15
16,al-Qatif,82,2022-02-15
17,Alessandria,49,2022-02-15
18,Allappuzha (Alleppey),44,2022-02-15
19,Allende,60,2022-02-15
20,Almirante Brown,6,2022-02-15
21,Alvorada,15,2022-02-15
22,Ambattur,44,2022-02-15
23,Amersfoort,67,2022-02-15
24,Amroha,44,2022-02-15
25,Angra dos Reis,15,2022-02-15
26,Anpolis,15,2022-02-15
27,Antofagasta,22,2022-02-15
28,Aparecida de Goinia,15,2022-02-15
29,Apeldoorn,67,2022-02-15
30,Araatuba,15,2022-02-15
31,Arak,46,2022-02-15
32,Arecibo,77,2022-02-15
33,Arlington,103,2022-02-15
34,Ashdod,48,2022-02-15
35,Ashgabat,98,2022-02-15
36,Ashqelon,48,2022-02-15
37,Asuncin,73,2022-02-15
38,Athenai,39,2022-02-15
39,Atinsk,80,2022-02-15
40,Atlixco,60,2022-02-15
41,Augusta-Richmond County,103,2022-02-15
42,Aurora,103,2022-02-15
43,Avellaneda,6,2022-02-15
44,Bag,15,2022-02-15
45,Baha Blanca,6,2022-02-15
46,Baicheng,23,2022-02-15
47,Baiyin,23,2022-02-15
48,Baku,10,2022-02-15
49,Balaiha,80,2022-02-15
50,Balikesir,97,2022-02-15
51,Balurghat,44,2022-02-15
52,Bamenda,19,2022-02-15
53,Bandar Seri Begawan,16,2022-02-15
54,Banjul,37,2022-02-15
55,Barcelona,104,2022-02-15
56,Basel,91,2022-02-15
57,Bat Yam,48,2022-02-15
58,Batman,97,2022-02-15
59,Batna,2,2022-02-15
60,Battambang,18,2022-02-15
61,Baybay,75,2022-02-15
62,Bayugan,75,2022-02-15
63,Bchar,2,2022-02-15
64,Beira,63,2022-02-15
65,Bellevue,103,2022-02-15
66,Belm,15,2022-02-15
67,Benguela,4,2022-02-15
68,Beni-Mellal,62,2022-02-15
69,Benin City,69,2022-02-15
70,Bergamo,49,2022-02-15
71,Berhampore (Baharampur),44,2022-02-15
72,Bern,91,2022-02-15
73,Bhavnagar,44,2022-02-15
74,Bhilwara,44,2022-02-15
75,Bhimavaram,44,2022-02-15
76,Bhopal,44,2022-02-15
77,Bhusawal,44,2022-02-15
78,Bijapur,44,2022-02-15
79,Bilbays,29,2022-02-15
80,Binzhou,23,2022-02-15
81,Birgunj,66,2022-02-15
82,Bislig,75,2022-02-15
83,Blumenau,15,2022-02-15
84,Boa Vista,15,2022-02-15
85,Boksburg,85,2022-02-15
86,Botosani,78,2022-02-15
87,Botshabelo,85,2022-02-15
88,Bradford,102,2022-02-15
89,Braslia,15,2022-02-15
90,Bratislava,84,2022-02-15
91,Brescia,49,2022-02-15
92,Brest,34,2022-02-15
93,Brindisi,49,2022-02-15
94,Brockton,103,2022-02-15
95,Bucuresti,78,2022-02-15
96,Buenaventura,24,2022-02-15
97,Bydgoszcz,76,2022-02-15
98,Cabuyao,75,2022-02-15
99,Callao,74,2022-02-15
100,Cam Ranh,105,2022-02-15
101,Cape Coral,103,2022-02-15
102,Caracas,104,2022-02-15
103,Carmen,60,2022-02-15
104,Cavite,75,2022-02-15
105,Cayenne,35,2022-02-15
106,Celaya,60,2022-02-15
107,Chandrapur,44,2022-02-15
108,Changhwa,92,2022-02-15
109,Changzhou,23,2022-02-15
110,Chapra,44,2022-02-15
111,Charlotte Amalie,106,2022-02-15
112,Chatsworth,85,2022-02-15
113,Cheju,86,2022-02-15
114,Chiayi,92,2022-02-15
115,Chisinau,61,2022-02-15
116,Chungho,92,2022-02-15
117,Cianjur,45,2022-02-15
118,Ciomas,45,2022-02-15
119,Ciparay,45,2022-02-15
120,Citrus Heights,103,2022-02-15
121,Citt del Vaticano,41,2022-02-15
122,Ciudad del Este,73,2022-02-15
123,Clarksville,103,2022-02-15
124,Coacalco de Berriozbal,60,2022-02-15
125,Coatzacoalcos,60,2022-02-15
126,Compton,103,2022-02-15
127,Coquimbo,22,2022-02-15
128,Crdoba,6,2022-02-15
129,Cuauhtmoc,60,2022-02-15
130,Cuautla,60,2022-02-15
131,Cuernavaca,60,2022-02-15
132,Cuman,104,2022-02-15
133,Czestochowa,76,2022-02-15
134,Dadu,72,2022-02-15
135,Dallas,103,2022-02-15
136,Datong,23,2022-02-15
137,Daugavpils,54,2022-02-15
138,Davao,75,2022-02-15
139,Daxian,23,2022-02-15
140,Dayton,103,2022-02-15
141,Deba Habe,69,2022-02-15
142,Denizli,97,2022-02-15
143,Dhaka,12,2022-02-15
144,Dhule (Dhulia),44,2022-02-15
145,Dongying,23,2022-02-15
146,Donostia-San Sebastin,87,2022-02-15
147,Dos Quebradas,24,2022-02-15
148,Duisburg,38,2022-02-15
149,Dundee,102,2022-02-15
150,Dzerzinsk,80,2022-02-15
151,Ede,67,2022-02-15
152,Effon-Alaiye,69,2022-02-15
153,El Alto,14,2022-02-15
154,El Fuerte,60,2022-02-15
155,El Monte,103,2022-02-15
156,Elista,80,2022-02-15
157,Emeishan,23,2022-02-15
158,Emmen,67,2022-02-15
159,Enshi,23,2022-02-15
160,Erlangen,38,2022-02-15
161,Escobar,6,2022-02-15
162,Esfahan,46,2022-02-15
163,Eskisehir,97,2022-02-15
164,Etawah,44,2022-02-15
165,Ezeiza,6,2022-02-15
166,Ezhou,23,2022-02-15
167,Faaa,36,2022-02-15
168,Fengshan,92,2022-02-15
169,Firozabad,44,2022-02-15
170,Florencia,24,2022-02-15
171,Fontana,103,2022-02-15
172,Fukuyama,50,2022-02-15
173,Funafuti,99,2022-02-15
174,Fuyu,23,2022-02-15
175,Fuzhou,23,2022-02-15
176,Gandhinagar,44,2022-02-15
177,Garden Grove,103,2022-02-15
178,Garland,103,2022-02-15
179,Gatineau,20,2022-02-15
180,Gaziantep,97,2022-02-15
181,Gijn,87,2022-02-15
182,Gingoog,75,2022-02-15
183,Goinia,15,2022-02-15
184,Gorontalo,45,2022-02-15
185,Grand Prairie,103,2022-02-15
186,Graz,9,2022-02-15
187,Greensboro,103,2022-02-15
188,Guadalajara,60,2022-02-15
189,Guaruj,15,2022-02-15
190,guas Lindas de Gois,15,2022-02-15
191,Gulbarga,44,2022-02-15
192,Hagonoy,75,2022-02-15
193,Haining,23,2022-02-15
194,Haiphong,105,2022-02-15
195,Haldia,44,2022-02-15
196,Halifax,20,2022-02-15
197,Halisahar,44,2022-02-15
198,Halle/Saale,38,2022-02-15
199,Hami,23,2022-02-15
200,Hamilton,68,2022-02-15
201,Hanoi,105,2022-02-15
202,Hidalgo,60,2022-02-15
203,Higashiosaka,50,2022-02-15
204,Hino,50,2022-02-15
205,Hiroshima,50,2022-02-15
206,Hodeida,107,2022-02-15
207,Hohhot,23,2022-02-15
208,Hoshiarpur,44,2022-02-15
209,Hsichuh,92,2022-02-15
210,Huaian,23,2022-02-15
211,Hubli-Dharwad,44,2022-02-15
212,Huejutla de Reyes,60,2022-02-15
213,Huixquilucan,60,2022-02-15
214,Hunuco,74,2022-02-15
215,Ibirit,15,2022-02-15
216,Idfu,29,2022-02-15
217,Ife,69,2022-02-15
218,Ikerre,69,2022-02-15
219,Iligan,75,2022-02-15
220,Ilorin,69,2022-02-15
221,Imus,75,2022-02-15
222,Inegl,97,2022-02-15
223,Ipoh,59,2022-02-15
224,Isesaki,50,2022-02-15
225,Ivanovo,80,2022-02-15
226,Iwaki,50,2022-02-15
227,Iwakuni,50,2022-02-15
228,Iwatsuki,50,2022-02-15
229,Izumisano,50,2022-02-15
230,Jaffna,88,2022-02-15
231,Jaipur,44,2022-02-15
232,Jakarta,45,2022-02-15
233,Jalib al-Shuyukh,53,2022-02-15
234,Jamalpur,12,2022-02-15
235,Jaroslavl,80,2022-02-15
236,Jastrzebie-Zdrj,76,2022-02-15
237,Jedda,82,2022-02-15
238,Jelets,80,2022-02-15
239,Jhansi,44,2022-02-15
240,Jinchang,23,2022-02-15
241,Jining,23,2022-02-15
242,Jinzhou,23,2022-02-15
243,Jodhpur,44,2022-02-15
244,Johannesburg,85,2022-02-15
245,Joliet,103,2022-02-15
246,Jos Azueta,60,2022-02-15
247,Juazeiro do Norte,15,2022-02-15
248,Juiz de Fora,15,2022-02-15
249,Junan,23,2022-02-15
250,Jurez,60,2022-02-15
251,Kabul,1,2022-02-15
252,Kaduna,69,2022-02-15
253,Kakamigahara,50,2022-02-15
254,Kaliningrad,80,2022-02-15
255,Kalisz,76,2022-02-15
256,Kamakura,50,2022-02-15
257,Kamarhati,44,2022-02-15
258,Kamjanets-Podilskyi,100,2022-02-15
259,Kamyin,80,2022-02-15
260,Kanazawa,50,2022-02-15
261,Kanchrapara,44,2022-02-15
262,Kansas City,103,2022-02-15
263,Karnal,44,2022-02-15
264,Katihar,44,2022-02-15
265,Kermanshah,46,2022-02-15
266,Kilis,97,2022-02-15
267,Kimberley,85,2022-02-15
268,Kimchon,86,2022-02-15
269,Kingstown,81,2022-02-15
270,Kirovo-Tepetsk,80,2022-02-15
271,Kisumu,52,2022-02-15
272,Kitwe,109,2022-02-15
273,Klerksdorp,85,2022-02-15
274,Kolpino,80,2022-02-15
275,Konotop,100,2022-02-15
276,Koriyama,50,2022-02-15
277,Korla,23,2022-02-15
278,Korolev,80,2022-02-15
279,Kowloon and New Kowloon,42,2022-02-15
280,Kragujevac,108,2022-02-15
281,Ktahya,97,2022-02-15
282,Kuching,59,2022-02-15
283,Kumbakonam,44,2022-02-15
284,Kurashiki,50,2022-02-15
285,Kurgan,80,2022-02-15
286,Kursk,80,2022-02-15
287,Kuwana,50,2022-02-15
288,La Paz,60,2022-02-15
289,La Plata,6,2022-02-15
290,La Romana,27,2022-02-15
291,Laiwu,23,2022-02-15
292,Lancaster,103,2022-02-15
293,Laohekou,23,2022-02-15
294,Lapu-Lapu,75,2022-02-15
295,Laredo,103,2022-02-15
296,Lausanne,91,2022-02-15
297,Le Mans,34,2022-02-15
298,Lengshuijiang,23,2022-02-15
299,Leshan,23,2022-02-15
300,Lethbridge,20,2022-02-15
301,Lhokseumawe,45,2022-02-15
302,Liaocheng,23,2022-02-15
303,Liepaja,54,2022-02-15
304,Lilongwe,58,2022-02-15
305,Lima,74,2022-02-15
306,Lincoln,103,2022-02-15
307,Linz,9,2022-02-15
308,Lipetsk,80,2022-02-15
309,Livorno,49,2022-02-15
310,Ljubertsy,80,2022-02-15
311,Loja,28,2022-02-15
312,London,102,2022-02-15
313,London,20,2022-02-15
314,Lublin,76,2022-02-15
315,Lubumbashi,25,2022-02-15
316,Lungtan,92,2022-02-15
317,Luzinia,15,2022-02-15
318,Madiun,45,2022-02-15
319,Mahajanga,57,2022-02-15
320,Maikop,80,2022-02-15
321,Malm,90,2022-02-15
322,Manchester,103,2022-02-15
323,Mandaluyong,75,2022-02-15
324,Mandi Bahauddin,72,2022-02-15
325,Mannheim,38,2022-02-15
326,Maracabo,104,2022-02-15
327,Mardan,72,2022-02-15
328,Maring,15,2022-02-15
329,Masqat,71,2022-02-15
330,Matamoros,60,2022-02-15
331,Matsue,50,2022-02-15
332,Meixian,23,2022-02-15
333,Memphis,103,2022-02-15
334,Merlo,6,2022-02-15
335,Mexicali,60,2022-02-15
336,Miraj,44,2022-02-15
337,Mit Ghamr,29,2022-02-15
338,Miyakonojo,50,2022-02-15
339,Mogiljov,13,2022-02-15
340,Molodetno,13,2022-02-15
341,Monclova,60,2022-02-15
342,Monywa,64,2022-02-15
343,Moscow,80,2022-02-15
344,Mosul,47,2022-02-15
345,Mukateve,100,2022-02-15
346,Munger (Monghyr),44,2022-02-15
347,Mwanza,93,2022-02-15
348,Mwene-Ditu,25,2022-02-15
349,Myingyan,64,2022-02-15
350,Mysore,44,2022-02-15
351,Naala-Porto,63,2022-02-15
352,Nabereznyje Telny,80,2022-02-15
353,Nador,62,2022-02-15
354,Nagaon,44,2022-02-15
355,Nagareyama,50,2022-02-15
356,Najafabad,46,2022-02-15
357,Naju,86,2022-02-15
358,Nakhon Sawan,94,2022-02-15
359,Nam Dinh,105,2022-02-15
360,Namibe,4,2022-02-15
361,Nantou,92,2022-02-15
362,Nanyang,23,2022-02-15
363,NDjamna,21,2022-02-15
364,Newcastle,85,2022-02-15
365,Nezahualcyotl,60,2022-02-15
366,Nha Trang,105,2022-02-15
367,Niznekamsk,80,2022-02-15
368,Novi Sad,108,2022-02-15
369,Novoterkassk,80,2022-02-15
370,Nukualofa,95,2022-02-15
371,Nuuk,40,2022-02-15
372,Nyeri,52,2022-02-15
373,Ocumare del Tuy,104,2022-02-15
374,Ogbomosho,69,2022-02-15
375,Okara,72,2022-02-15
376,Okayama,50,2022-02-15
377,Okinawa,50,2022-02-15
378,Olomouc,26,2022-02-15
379,Omdurman,89,2022-02-15
380,Omiya,50,2022-02-15
381,Ondo,69,2022-02-15
382,Onomichi,50,2022-02-15
383,Oshawa,20,2022-02-15
384,Osmaniye,97,2022-02-15
385,ostka,100,2022-02-15
386,Otsu,50,2022-02-15
387,Oulu,33,2022-02-15
388,Ourense (Orense),87,2022-02-15
389,Owo,69,2022-02-15
390,Oyo,69,2022-02-15
391,Ozamis,75,2022-02-15
392,Paarl,85,2022-02-15
393,Pachuca de Soto,60,2022-02-15
394,Pak Kret,94,2022-02-15
395,Palghat (Palakkad),44,2022-02-15
396,Pangkal Pinang,45,2022-02-15
397,Papeete,36,2022-02-15
398,Parbhani,44,2022-02-15
399,Pathankot,44,2022-02-15
400,Patiala,44,2022-02-15
401,Patras,39,2022-02-15
402,Pavlodar,51,2022-02-15
403,Pemalang,45,2022-02-15
404,Peoria,103,2022-02-15
405,Pereira,24,2022-02-15
406,Phnom Penh,18,2022-02-15
407,Pingxiang,23,2022-02-15
408,Pjatigorsk,80,2022-02-15
409,Plock,76,2022-02-15
410,Po,15,2022-02-15
411,Ponce,77,2022-02-15
412,Pontianak,45,2022-02-15
413,Poos de Caldas,15,2022-02-15
414,Portoviejo,28,2022-02-15
415,Probolinggo,45,2022-02-15
416,Pudukkottai,44,2022-02-15
417,Pune,44,2022-02-15
418,Purnea (Purnia),44,2022-02-15
419,Purwakarta,45,2022-02-15
420,Pyongyang,70,2022-02-15
421,Qalyub,29,2022-02-15
422,Qinhuangdao,23,2022-02-15
423,Qomsheh,46,2022-02-15
424,Quilmes,6,2022-02-15
425,Rae Bareli,44,2022-02-15
426,Rajkot,44,2022-02-15
427,Rampur,44,2022-02-15
428,Rancagua,22,2022-02-15
429,Ranchi,44,2022-02-15
430,Richmond Hill,20,2022-02-15
431,Rio Claro,15,2022-02-15
432,Rizhao,23,2022-02-15
433,Roanoke,103,2022-02-15
434,Robamba,28,2022-02-15
435,Rockford,103,2022-02-15
436,Ruse,17,2022-02-15
437,Rustenburg,85,2022-02-15
438,s-Hertogenbosch,67,2022-02-15
439,Saarbrcken,38,2022-02-15
440,Sagamihara,50,2022-02-15
441,Saint Louis,103,2022-02-15
442,Saint-Denis,79,2022-02-15
443,Sal,62,2022-02-15
444,Salala,71,2022-02-15
445,Salamanca,60,2022-02-15
446,Salinas,103,2022-02-15
447,Salzburg,9,2022-02-15
448,Sambhal,44,2022-02-15
449,San Bernardino,103,2022-02-15
450,San Felipe de Puerto Plata,27,2022-02-15
451,San Felipe del Progreso,60,2022-02-15
452,San Juan Bautista Tuxtepec,60,2022-02-15
453,San Lorenzo,73,2022-02-15
454,San Miguel de Tucumn,6,2022-02-15
455,Sanaa,107,2022-02-15
456,Santa Brbara dOeste,15,2022-02-15
457,Santa F,6,2022-02-15
458,Santa Rosa,75,2022-02-15
459,Santiago de Compostela,87,2022-02-15
460,Santiago de los Caballeros,27,2022-02-15
461,Santo Andr,15,2022-02-15
462,Sanya,23,2022-02-15
463,Sasebo,50,2022-02-15
464,Satna,44,2022-02-15
465,Sawhaj,29,2022-02-15
466,Serpuhov,80,2022-02-15
467,Shahr-e Kord,46,2022-02-15
468,Shanwei,23,2022-02-15
469,Shaoguan,23,2022-02-15
470,Sharja,101,2022-02-15
471,Shenzhen,23,2022-02-15
472,Shikarpur,72,2022-02-15
473,Shimoga,44,2022-02-15
474,Shimonoseki,50,2022-02-15
475,Shivapuri,44,2022-02-15
476,Shubra al-Khayma,29,2022-02-15
477,Siegen,38,2022-02-15
478,Siliguri (Shiliguri),44,2022-02-15
479,Simferopol,100,2022-02-15
480,Sincelejo,24,2022-02-15
481,Sirjan,46,2022-02-15
482,Sivas,97,2022-02-15
483,Skikda,2,2022-02-15
484,Smolensk,80,2022-02-15
485,So Bernardo do Campo,15,2022-02-15
486,So Leopoldo,15,2022-02-15
487,Sogamoso,24,2022-02-15
488,Sokoto,69,2022-02-15
489,Songkhla,94,2022-02-15
490,Sorocaba,15,2022-02-15
491,Soshanguve,85,2022-02-15
492,Sousse,96,2022-02-15
493,South Hill,5,2022-02-15
494,Southampton,102,2022-02-15
495,Southend-on-Sea,102,2022-02-15
496,Southport,102,2022-02-15
497,Springs,85,2022-02-15
498,Stara Zagora,17,2022-02-15
499,Sterling Heights,103,2022-02-15
500,Stockport,102,2022-02-15
501,Sucre,14,2022-02-15
502,Suihua,23,2022-02-15
503,Sullana,74,2022-02-15
504,Sultanbeyli,97,2022-02-15
505,Sumqayit,10,2022-02-15
506,Sumy,100,2022-02-15
507,Sungai Petani,59,2022-02-15
508,Sunnyvale,103,2022-02-15
509,Surakarta,45,2022-02-15
510,Syktyvkar,80,2022-02-15
511,Syrakusa,49,2022-02-15
512,Szkesfehrvr,43,2022-02-15
513,Tabora,93,2022-02-15
514,Tabriz,46,2022-02-15
515,Tabuk,82,2022-02-15
516,Tafuna,3,2022-02-15
517,Taguig,75,2022-02-15
518,Taizz,107,2022-02-15
519,Talavera,75,2022-02-15
520,Tallahassee,103,2022-02-15
521,Tama,50,2022-02-15
522,Tambaram,44,2022-02-15
523,Tanauan,75,2022-02-15
524,Tandil,6,2022-02-15
525,Tangail,12,2022-02-15
526,Tanshui,92,2022-02-15
527,Tanza,75,2022-02-15
528,Tarlac,75,2022-02-15
529,Tarsus,97,2022-02-15
530,Tartu,30,2022-02-15
531,Teboksary,80,2022-02-15
532,Tegal,45,2022-02-15
533,Tel Aviv-Jaffa,48,2022-02-15
534,Tete,63,2022-02-15
535,Tianjin,23,2022-02-15
536,Tiefa,23,2022-02-15
537,Tieli,23,2022-02-15
538,Tokat,97,2022-02-15
539,Tonghae,86,2022-02-15
540,Tongliao,23,2022-02-15
541,Torren,60,2022-02-15
542,Touliu,92,2022-02-15
543,Toulon,34,2022-02-15
544,Toulouse,34,2022-02-15
545,Trshavn,32,2022-02-15
546,Tsaotun,92,2022-02-15
547,Tsuyama,50,2022-02-15
548,Tuguegarao,75,2022-02-15
549,Tychy,76,2022-02-15
550,Udaipur,44,2022-02-15
551,Udine,49,2022-02-15
552,Ueda,50,2022-02-15
553,Uijongbu,86,2022-02-15
554,Uluberia,44,2022-02-15
555,Urawa,50,2022-02-15
556,Uruapan,60,2022-02-15
557,Usak,97,2022-02-15
558,Usolje-Sibirskoje,80,2022-02-15
559,Uttarpara-Kotrung,44,2022-02-15
560,Vaduz,55,2022-02-15
561,Valencia,104,2022-02-15
562,Valle de la Pascua,104,2022-02-15
563,Valle de Santiago,60,2022-02-15
564,Valparai,44,2022-02-15
565,Vancouver,20,2022-02-15
566,Varanasi (Benares),44,2022-02-15
567,Vicente Lpez,6,2022-02-15
568,Vijayawada,44,2022-02-15
569,Vila Velha,15,2022-02-15
570,Vilnius,56,2022-02-15
571,Vinh,105,2022-02-15
572,Vitria de Santo Anto,15,2022-02-15
573,Warren,103,2022-02-15
574,Weifang,23,2022-02-15
575,Witten,38,2022-02-15
576,Woodridge,8,2022-02-15
577,Wroclaw,76,2022-02-15
578,Xiangfan,23,2022-02-15
579,Xiangtan,23,2022-02-15
580,Xintai,23,2022-02-15
581,Xinxiang,23,2022-02-15
582,Yamuna Nagar,44,2022-02-15
583,Yangor,65,2022-02-15
584,Yantai,23,2022-02-15
585,Yaound,19,2022-02-15
586,Yerevan,7,2022-02-15
587,Yinchuan,23,2022-02-15
588,Yingkou,23,2022-02-15
589,York,102,2022-02-15
590,Yuncheng,23,2022-02-15
591,Yuzhou,23,2022-02-15
592,Zalantun,23,2022-02-15
593,Zanzibar,93,2022-02-15
594,Zaoyang,23,2022-02-15
595,Zapopan,60,2022-02-15
596,Zaria,69,2022-02-15
597,Zeleznogorsk,80,2022-02-15
598,Zhezqazghan,51,2022-02-15
599,Zhoushan,23,2022-02-15
600,Ziguinchor,83,2022-02-15
